0,1,2,3,4,5,6,7,8,9,10,11,12
D,0.3371,0.3736,0.2644,0.3223,0.2952,0.3486,0.3138,0.32,0.3076,0.4188,0.3322,0.3329
E,0.3599,0.367,0.3112,0.3899,0.4115,0.3605,0.3621,0.3322,0.329,0.3966,0.1017,0.0925
F,0.311,0.3987,0.3491,0.3261,0.331,0.3435,0.4011,0.4538,0.3424,0.3638,0.5145,0.3156
G,0.3448,0.4616,0.3598,0.3789,0.3401,0.3422,0.2958,0.3969,0.1014,0.102,0.409,0.3707
H,0.3247,0.3653,0.3192,0.3175,0.316,0.3518,0.4236,0.3683,0.3487,0.4033,0.2979,0.3879
,,,,,,,,,,,,
48,1,2,3,4,5,6,7,8,9,10,11,12
A,0.3118,0.3454,0.3492,0.4215,0.4468,0.4222,0.2825,0.3017,0.3143,0.3057,0.2795,0.4036
B,0.4163,0.0834,0.4057,0.311,0.4103,0.3948,0.5108,0.369,0.3199,0.4108,0.0873,0.3324
C,0.4022,0.4512,0.3731,0.335,0.3887,0.3321,0.3471,0.3193,0.4482,0.3616,0.4067,0.379
D,0.4077,0.5028,0.2974,0.3537,0.3055,0.3383,0.3478,0.3395,0.3308,0.4694,0.2358,0.3486
E,0.3906,0.4331,0.3792,0.4048,0.3832,0.3541,0.3687,0.3401,0.3543,0.4347,0.0793,0.0765
F,0.4018,0.3908,0.3836,0.3613,0.2825,0.3597,0.4347,0.5367,0.4156,0.408,0.4329,0.4028
G,0.3695,0.386,0.4773,0.4378,0.4543,0.4259,0.3561,0.4218,0.0821,0.0887,0.351,0.4391
H,0.3321,0.4243,0.345,0.3992,0.3854,0.407,0.4016,0.3892,0.3928,0.3955,0.3825,0.4016
,,,,,,,,,,,,
60,1,2,3,4,5,6,7,8,9,10,11,12
A,0.254,0.371,0.3642,0.4686,0.4353,0.4106,0.453,0.3709,0.4066,0.3949,0.3201,0.4407
B,0.4483,0.1072,0.4528,0.4224,0.51,0.5163,0.4581,0.3844,0.3694,0.4635,0.114,0.3994
C,0.4007,0.3855,0.4523,0.3859,0.4725,0.3685,0.4104,0.3739,0.5018,0.3834,0.4491,0.4164
D,0.472,0.5182,0.3132,0.3742,0.3443,0.3702,0.3937,0.3801,0.3722,0.5235,0.2999,0.4193
E,0.4415,0.4373,0.4666,0.4894,0.4465,0.3866,0.4406,0.3604,0.4144,0.5002,0.1077,0.0952
F,0.4965,0.4366,0.4662,0.4725,0.3786,0.4094,0.524,0.509,0.4608,0.4751,0.4275,0.4621
G,0.3388,0.447,0.5799,0.4605,0.5042,0.3698,0.3147,0.3691,0.1089,0.1109,0.4138,0.4758
H,0.3772,0.4492,0.4146,0.4103,0.3708,0.4062,0.4767,0.4593,0.4278,0.4361,0.4461,0.4429
,,,,,,,,,,,,
72,1,2,3,4,5,6,7,8,9,10,11,12
A,0.187,0.393,0.3259,0.4514,0.3487,0.3638,0.4888,0.3501,0.2897,0.3471,0.2974,0.4535
B,0.3679,0.0815,0.3819,0.3904,0.5956,0.5733,0.3544,0.4916,0.4317,0.5561,0.0857,0.412
C,0.2984,0.333,0.486,0.4267,0.3747,0.4028,0.4401,0.3957,0.4798,0.4198,0.4917,0.3482
D,0.4364,0.3247,0.4084,0.4503,0.3836,0.4358,0.3722,0.5038,0.4102,0.5755,0.3205,0.4032
E,0.3627,0.4522,0.5453,0.5379,0.4763,0.4017,0.5179,0.4234,0.4128,0.6336,0.0797,0.0812
F,0.4631,0.3073,0.4034,0.6187,0.3992,0.4925,0.4997,0.4852,0.5775,0.5386,0.2929,0.4444
G,0.2765,0.3232,0.3767,0.3279,0.3524,0.3225,0.3816,0.3085,0.0845,0.0844,0.3033,0.467
H,0.6773,0.38,0.4342,0.4266,0.3501,0.425,0.4491,0.4222,0.3686,0.3954,0.4488,0.3387
